description,calories,protein,carbs,fat
"Fish, tofu, and vegetables, tempura with Banana nectar and Kale, raw with Flax seeds",493.2,12.0,43.4,31.3
"Yogurt, Greek, plain, lowfat with Pasta with tomato-based sauce, restaurant and Soup, pepperpot",788.5,23.1,40.3,20.6
"Yogurt, Greek, plain, lowfat with Bread, pita, whole-wheat and Kale, frozen, unprepared with Cashews, unsalted",2311.1,34.5,99.4,13.1
"Fish, tuna salad with Rice flour, brown and Spinach, raw with Seeds, chia seeds, dried",924.9,40.2,137.6,23.3
"Veggie burger, on bun with Peanut butter sandwich, with regular peanut butter, on wheat bread and Crab salad",1094.0,51.6,103.6,54.4
"Veggie burger, on bun with Sweet potato paste and Carrot, dehydrated",1134.5,28.3,238.5,9.8
"Yogurt, Greek, Blueberry, CHOBANI with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Lobster salad with Walnut oil",1554.1,32.4,117.9,61.4
"Frankfurter, turkey with Pie, sweet potato and Asparagus, raw with Almond butter",1984.2,31.0,74.4,48.6
"Fat, turkey with Orange, raw and Broccoli, raw",1464.0,4.0,23.9,150.2
"Fish, salmon, fried with Apple, raw and Cucumber salad made with cucumber and vinegar with Almond oil",718.6,26.9,46.6,46.4
"Tofu yogurt with Bread, whole wheat, toasted and Spinach souffle with Cashews, unroasted",1223.6,33.5,107.1,24.1
"Fish, tuna, canned with Pasta, vegetable, cooked and Fried green beans with Flax seeds",624.2,42.0,68.0,20.0
"Egg, creamed with Orange Blossom and Salad dressing, NFS, for salads with Flax seeds",880.8,16.6,33.3,66.0
"Yogurt, Greek, plain, nonfat with Pasta with cream sauce, restaurant and Fried green beans",620.5,25.1,51.7,34.3
"Beef and broccoli with Bread, pita, whole wheat and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",1883.0,42.3,122.0,32.7
"Beverages, Protein powder whey based with Snacks, rice cakes, brown rice, buckwheat and Cucumber and vegetable namasu",1154.0,131.1,141.7,7.8
"Frankfurter, turkey with Flour, rice, brown and Asparagus, raw with Oil, avocado",2164.6,31.3,122.8,46.8
"Nutritional powder mix (EAS Soy Protein Powder) with Peanut butter sandwich, with regular peanut butter, on white bread and Asparagus, frozen, unprepared",1204.5,95.5,129.8,35.9
"Fat, turkey with Quinoa, uncooked and Guacamole with tomatoes",3805.0,23.0,104.4,171.9
"Beef salad with Cereal, granola and Muffin, carrot",1335.5,46.5,149.8,61.7
"Eggs, Grade A, Large, egg white with Bread, pita, whole-wheat and Soup, tomato with Walnut oil",1884.1,31.4,91.0,18.0
"Eggs, Grade A, Large, egg white with Apple, dried and Tomato powder",749.0,30.3,177.1,0.9
"Tofu, fried with Flavored rice, brown and wild and Green beans, pickled with Walnuts, honey roasted",2008.2,35.4,57.7,42.3
"Yogurt, Greek, strawberry, lowfat with Oatmeal, multigrain and Asparagus, canned, cooked with oil with Avocado dressing",851.5,17.8,40.2,14.6
"Chicken breast, rotisserie, skin eaten with Apple, raw and Spinach souffle",482.0,45.5,29.5,20.4
"Chicken breast, sauteed, skin eaten with Oatmeal, NFS and Kale, frozen, unprepared",539.0,44.5,21.6,20.3
"Burrito, chicken, cheese with Pasta, cooked and Green beans, raw",641.5,31.2,95.9,13.8
"Yogurt, Greek, strawberry, lowfat with Pasta with vegetables, no sauce or dressing and Carrots, raw with Avocado, for use on a sandwich",942.5,20.1,64.1,11.6
"Fish, tuna salad with Cobbler, berry and Asparagus, frozen, unprepared with Avocado, raw",675.0,31.5,73.8,29.6
"Mayonnaise, made with tofu with Banana chips and Cucumber and vegetable namasu with Peanut butter and jelly",2924.3,14.5,111.3,102.1
"Yogurt, Greek, plain, nonfat with Quinoa, fat added and Spinach, raw with Peanut butter",427.2,27.9,41.5,17.0
"Almond chicken with Oatmeal, NFS and Asparagus, frozen, unprepared with Avocados, raw, California",535.0,30.3,28.8,26.2
"Beef and broccoli with Banana, baked and Cucumber and vegetable namasu with Soup, peanut",550.7,17.8,69.8,21.7
"Egg burrito with Pasta with tomato-based sauce, restaurant and Guacamole with tomatoes",758.5,23.4,65.8,45.6
"Veggie burger, on bun with Cookie, granola and Soup, pepperpot",1123.0,37.2,153.1,40.0
"Eggs, Grade A, Large, egg whole with Cookie, granola and Soup, pepperpot",1712.5,36.4,108.3,47.1
"Tofu, fried with Crisp, berry and Asparagus, frozen, unprepared",2061.0,36.5,66.6,45.2
"Fish, salmon, canned with Apple, dried and Green beans, pickled",622.5,40.0,109.8,7.0
Turkey with gravy with Cereal or granola bar (Quaker Chewy Granola Bar) and Tomato powder,1116.5,52.1,182.4,30.5
"Chicken breast, rotisserie, skin eaten with Banana nectar and Kale, frozen, unprepared with Oil, avocado",622.1,42.6,32.0,27.2
"Burrito, beef, cheese with Apple, dried and Carrot, dehydrated with Cashews, unroasted",1192.1,31.7,225.8,24.9
"Egg burrito with Orange Blossom and Cucumber, raw",536.5,17.8,47.0,21.1
"Fish, salmon, fried with Seeds, breadfruit seeds, raw and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",1997.0,49.3,91.9,53.6
"Chicken breast tenders, breaded, uncooked with Bread, oatmeal and Cucumber salad made with cucumber and vinegar with Oil, corn, peanut, and olive",2220.1,35.1,102.0,45.4
"Yogurt, Greek, plain, lowfat with Cereal, granola and Cucumber, raw with Olive oil",1238.5,30.3,109.9,37.6
"Soup, miso or tofu with Apple, dried and Guacamole with tomatoes",545.5,6.6,110.4,14.8
"Veggie burger, on bun with Cobbler, berry and Soup, pepperpot",773.5,26.5,107.3,26.8
"Fat, turkey with Bread, pita, whole-wheat and Green bean casserole",3056.0,16.7,90.9,154.5
"Bologna, turkey with Banana, baked and Cucumber salad made with cucumber and vinegar with Seeds, chia seeds, dried",661.9,21.3,68.8,33.5
"Chicken breast, rotisserie, skin not eaten with Cookie, oatmeal and Tomato powder",1193.0,64.3,177.8,32.9
"Burrito, chicken, cheese with Sweet potato paste and Bean salad, yellow and/or green string beans with Cashews, unroasted",1018.6,27.2,173.1,24.6
"Beef, steak, ribeye, lean only eaten with Oatmeal, NFS and Carrots, raw with Cashew butter",594.4,45.7,31.0,32.9
"Frankfurter, turkey with Pasta with vegetables, no sauce or dressing and Cucumber, cooked with Cashews, salted",1747.2,27.9,48.4,41.6
"Egg, creamed with Quinoa, uncooked and Fried green beans",2755.0,36.9,127.4,37.5
"Fish oil, salmon with Bread, sweet potato and Spinach, raw with Oil, corn, peanut, and olive",1874.1,15.8,70.5,169.9
"Chicken breast, sauteed, skin eaten with Crisp, berry and Soup, pepperpot with Cookie, peanut butter",813.0,48.1,64.7,39.9
"Yogurt, Greek, strawberry, lowfat with Cereal, granola and Salad dressing, NFS, for salads",1718.5,28.3,125.4,67.9
"Nutritional powder mix (EAS Whey Protein Powder) with Peanut butter sandwich, with regular peanut butter, on white bread and Soup, pepperpot",1241.5,123.9,93.5,43.8
"Chicken breast, rotisserie, skin eaten with Bread, whole wheat, toasted and Soup, tomato",700.0,60.5,74.8,17.8
"Tofu yogurt with Quinoa, fat added and Kale, raw",845.0,14.5,58.8,12.3
"Fish, tofu, and vegetables, tempura with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Asparagus, canned, cooked with oil",1030.5,19.4,106.6,58.2
"Salmon salad with Oatmeal, multigrain and Oil, olive, salad or cooking",4103.5,19.4,22.4,126.7
"Egg burrito with Banana, baked and Crab salad with Avocado, raw",827.0,27.3,81.3,43.5
"Fish, tuna, cooked with Flavored rice, brown and wild and Soup, pepperpot",514.0,52.6,35.8,16.7
"Egg, creamed with Orange, raw and Oil, olive, salad or cooking",3997.0,13.1,25.9,115.7
"Eggs, Grade A, Large, egg white with Bananas, dehydrated, or banana powder and Green beans, raw with Almond butter",737.6,27.0,146.6,10.9
"Beef, steak, ribeye, lean and fat eaten with Sweet potato chips and Asparagus, canned, cooked with oil",1272.0,41.7,87.2,84.3
"Beef, steak, sirloin, lean only eaten with Bread, pita, whole wheat and Fried broccoli with Soup, peanut",953.2,61.5,107.5,33.2
"Salmon salad with Quinoa, uncooked and Muffin, carrot",2943.5,42.4,144.8,48.4
"Burrito, beef, cheese with Banana, baked and Tomato powder",944.0,34.0,165.8,21.3
"Chicken breast tenders, breaded, uncooked with Sweet potato paste and Cucumber, cooked with Seeds, chia seeds, dried",2225.4,26.0,144.9,32.0
"Beef, steak, sirloin, lean only eaten with Pasta, gluten free and Cucumber, raw",608.5,47.5,60.0,18.7
"Beef and broccoli with Quinoa, fat added and Muffin, carrot",773.0,27.0,82.4,37.3
"Beef and broccoli with Rice flour, brown and Pea salad with Cashews, salted",1051.2,31.7,137.7,41.3
"Beverages, Protein powder whey based with Pie, berry and Fried green beans with Nuts, walnuts, glazed",1285.0,127.2,98.7,43.7
"Tofu, fried with Pie, berry and Spinach souffle",2282.0,38.7,79.7,62.1
"Fish oil, salmon with Sweet potato tots and Carrots, raw with Cashews, unsalted",1771.1,6.5,70.4,171.5
"Yogurt, Greek, Blueberry, CHOBANI with Sweet potato tots and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",2051.0,26.2,105.7,28.6
"Beverages, Protein powder whey based with Oatmeal, multigrain and Cucumber, for use on a sandwich",628.0,121.0,30.6,3.2
"Burrito, beef, cheese with Crisp, berry and Soup, bean with Almond paste",878.2,30.1,110.5,35.6
"Tofu, fried with Pie, berry and Kale, frozen, unprepared with Soup, peanut",2283.2,36.1,78.7,54.7
"Beef, steak, ribeye, lean only eaten with Quinoa, no added fat and Guacamole with tomatoes with Avocados, raw, California",774.5,48.4,41.2,39.0
"Turkey with gravy with Apple, baked and Cucumber, for use on a sandwich with Walnuts, honey roasted",473.2,33.3,43.7,18.5
"Beef and broccoli with Snacks, rice cakes, brown rice, buckwheat and Guacamole with tomatoes with Cashews, salted",1041.7,33.2,140.6,41.4
"Orange chicken with Cookie, oatmeal and Bean salad, yellow and/or green string beans with Peanut butter and jelly",1241.8,36.2,156.7,55.0
"Chicken breast, roll, oven-roasted with Cookie, granola and Fried broccoli with Avocado dressing",1826.0,41.2,126.2,57.3
"Yogurt, Greek, with oats with Cereal or granola bar (Quaker Chewy Granola Bar) and Spinach, raw with Flax seeds",959.2,27.9,142.9,36.6
"Tofu yogurt with Quinoa, fat added and Spinach, creamed",900.0,13.9,60.4,16.9
"Egg, creamed with Seeds, breadfruit seeds, raw and Spinach, creamed with Oil, corn, peanut, and olive",731.1,25.2,58.2,45.0
"Frankfurter, turkey with Flavored pasta and Cucumber and vegetable namasu",1586.0,22.5,39.6,29.4
"Burrito, beef, cheese with Bread, pita, whole-wheat and Cucumber salad made with cucumber and vinegar",2084.5,35.1,133.1,18.7
"Beef, steak, sirloin, lean only eaten with Pasta with cream sauce, restaurant and Spinach, creamed",720.0,50.0,29.4,44.0
"Chicken breast, sauteed, skin eaten with Oatmeal, multigrain and Muffin, carrot with Cashews, NFS",793.1,49.1,67.6,36.8
"Beef, steak, ribeye, lean and fat eaten with Pasta with cream sauce, restaurant and Bean salad, yellow and/or green string beans",848.5,44.4,36.3,58.4
"Chicken breast, roll, oven-roasted with Cookie, granola and Soup, tomato with Cashews, salted",1644.7,39.5,111.1,45.4
"Beef, steak, ribeye, lean only eaten with Pasta with vegetables, no sauce or dressing and Muffin, carrot with Oil, corn, peanut, and olive",1007.6,51.4,79.1,54.3
"Fish, tuna, canned with Cobbler, berry and Carrot, dehydrated with Nuts, walnuts, glazed",890.0,41.8,141.2,21.5
"Turkey with gravy with Quinoa, cooked and Tomatoes, raw",387.5,38.1,38.4,8.4
"Chicken breast, rotisserie, skin not eaten with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Kale, frozen, unprepared",1052.0,56.0,102.3,36.4
"Fish, tuna, cooked with Snacks, rice cakes, brown rice, buckwheat and Soup, tomato with Oil, corn, peanut, and olive",985.6,59.6,123.8,28.4
"Soup, miso or tofu with Pasta with vegetables, no sauce or dressing and Salad dressing, NFS, for salads",682.0,11.3,44.0,51.1
"Beef salad with Pie, berry and Soup, pepperpot",941.5,34.6,70.4,57.9
"Beef and broccoli with Apple, dried and Muffin, carrot with Seeds, chia seeds, dried",991.4,24.5,157.2,34.2
"Pastrami, turkey with Pasta with cream sauce, restaurant and Cucumber, for use on a sandwich",530.5,30.7,31.3,30.4
"Turkey with gravy with Bread, pita, whole wheat and Guacamole with tomatoes",725.5,47.3,94.3,20.8
"Nutritional powder mix (EAS Soy Protein Powder) with Apple, candied and Carrots, raw with Avocado, for use on a sandwich",876.5,74.6,121.3,11.0
"Soup, miso or tofu with Quinoa, cooked and Asparagus, raw",301.0,12.1,39.3,4.3
"Fish, tuna, cooked with Seeds, breadfruit seeds, raw and Tomatoes, raw with Avocado, raw",594.5,57.7,49.1,18.6
"Chicken breast, roll, oven-roasted with Flavored pasta and Asparagus, canned, cooked with oil with Cashews, NFS",1104.6,30.0,31.7,25.3
"Nutritional powder mix, protein, NFS with Pasta with tomato-based sauce and cheese and Kale, frozen, unprepared with Almond butter",918.6,128.6,39.9,18.0
"Beverages, Protein powder soy based with Oatmeal, NFS and Tomatoes, raw with Cashews, unsalted",2651.6,89.7,68.9,19.8
"Soup, miso or tofu with Bread, whole wheat, toasted and Green beans, pickled",508.5,25.2,85.5,7.4
"Bologna, turkey with Bread, whole wheat and Broccoli, raw with Avocado, raw",757.5,38.4,79.2,31.9
"Beef and broccoli with Pasta, cooked and Kale, raw with Avocado, for use on a sandwich",534.5,27.5,59.4,21.0
"Chicken breast, rotisserie, skin eaten with Apple, raw and Green beans, raw",394.0,41.8,29.7,12.0
"Egg, creamed with Cookie, granola and Fried broccoli with Almond butter",1237.2,33.8,133.9,62.7
"Egg burrito with Bread, oatmeal and Salad dressing, NFS, for salads with Cashew butter",1298.3,32.1,113.3,79.7
"Bologna, turkey with Sweet potato chips and Soup, bean",1174.0,25.2,103.5,73.0
"Fish oil, salmon with Flour, rice, brown and Fried broccoli with Seeds, chia seeds, dried",2196.4,17.5,142.0,173.3
"Eggs, Grade A, Large, egg white with Cereal or granola bar (Quaker Granola Bites) and Lobster salad",946.0,37.1,104.2,41.6
"Tofu yogurt with Banana chips and Kale, raw",1404.5,11.6,116.0,54.6
"Beef, steak, ribeye, lean and fat eaten with Apple, dried and Kale, raw",833.0,39.6,103.3,34.4
"Chicken breast tenders, breaded, uncooked with Seeds, breadfruit seeds, boiled and Salad dressing, NFS, for salads with Almond butter",2428.2,34.4,79.6,79.6
"Salmon salad with Banana, raw and Oil, olive, salad or cooking with Cookie, peanut butter",4235.9,18.7,46.9,130.0
"Beef, steak, sirloin, lean and fat eaten with Crisp, apple and Pea salad with Soup, peanut",908.7,47.0,57.2,54.2
"Egg burrito with Peanut butter sandwich, with regular peanut butter, on white bread and Carrots, raw",990.5,38.1,99.5,51.1
"Chicken breast, rotisserie, skin eaten with Quinoa, fat added and Kale, NS as to form, cooked",550.5,48.9,35.1,23.9
"Eggs, Grade A, Large, egg white with Pie, sweet potato and Soup, tomato",505.0,24.1,68.8,15.0
"Fish, tuna, NFS with Beans and brown rice and Tomato powder with Avocados, raw, California",777.0,51.3,112.6,11.0
"Turkey with gravy with Quinoa, fat added and Carrots, raw",450.5,37.9,42.4,13.6
"Egg burrito with Crisp, berry and Muffin, carrot with Flax seeds",1111.2,29.2,128.9,54.0
"Fish, tuna, canned with Orange, raw and Cucumber, raw with Avocado, raw",242.5,30.8,22.0,4.0
"Beverages, Protein powder soy based with Rice flour, brown and Broccoli, raw with Peanut butter",3103.2,100.1,167.7,20.6
"Nutritional powder mix (EAS Soy Protein Powder) with Oatmeal, multigrain and Cucumber, raw",707.5,75.2,87.1,6.2
"Fish oil, salmon with Bread, sweet potato and Fried green beans",1937.5,17.0,90.9,167.2
"Salmon salad with Bread, sweet potato and Muffin, carrot",995.0,34.2,116.6,43.6
"Frankfurter, turkey with Apple, dried and Asparagus, canned, cooked with oil with Soup, peanut",1822.2,22.3,108.2,30.8
"Fish, tuna, raw with Snacks, rice cakes, brown rice, buckwheat and Spinach, creamed with Peanut butter",913.2,55.8,129.6,19.8
"Eggs, Grade A, Large, egg yolk with Flavored rice, brown and wild and Crab salad",2447.0,37.8,31.8,62.3
"Nutritional powder mix, protein, NFS with Beans and brown rice and Cucumber, raw with Cashews, unsalted",874.6,129.6,53.5,16.5
"Orange chicken with Peanut butter sandwich, with regular peanut butter, on white bread and Spinach, raw with Almond paste",1061.7,46.7,103.0,54.1
"Soup, miso or tofu with Banana, baked and Tomatoes, raw",297.5,5.4,56.1,6.4
"Fish, tuna, NFS with Bread, whole wheat, with raisins and Tomato powder",864.5,54.3,159.3,8.1
"Veggie burger, on bun with Flavored rice, brown and wild and Cucumber, cooked with Avocados, raw, California",644.5,24.5,79.9,16.5
"Beef salad with Crisp, apple and Green beans, raw with Olive oil",889.0,33.0,57.0,58.6
"Beef and broccoli with Apple, baked and Carrots, raw, salad",621.5,17.4,59.3,36.3
"Beef, steak, sirloin, lean only eaten with Rice flour, brown and Salad dressing, NFS, for salads with Oil, avocado",1431.1,54.2,120.7,80.7
"Almond chicken with Bananas, dehydrated, or banana powder and Fried broccoli with Avocado, for use on a sandwich",1058.5,33.9,162.8,37.5
"Fish, salmon, canned with Pasta with vegetables, no sauce or dressing and Soup, pepperpot",511.0,46.7,41.4,17.4
"Veggie burger, on bun with Cookie, oatmeal and Fried broccoli",1234.0,33.0,171.7,47.8
"Tofu yogurt with Quinoa, no added fat and Spinach, raw",798.0,14.7,58.2,6.2
"Chicken breast, rotisserie, skin eaten with Peanut butter sandwich, with regular peanut butter, on white bread and Soup, bean with Cookie, peanut butter",973.5,65.5,80.3,46.2
"Eggs, Grade A, Large, egg whole with Orange Blossom and Fried green beans",1295.5,23.5,38.3,28.2
"Beef, steak, sirloin, lean only eaten with Cereal or granola bar (Quaker Chewy Granola Bar) and Tomato powder",1253.0,63.5,180.0,42.3
"Soup, miso or tofu with Apple, baked and Asparagus, canned, cooked with oil",250.5,5.9,39.9,9.4
"Beverages, Protein powder whey based with Pasta, gluten free and Cucumber salad made with cucumber and vinegar",830.5,122.4,73.2,4.0
"Veggie burger, on bun with Seeds, breadfruit seeds, raw and Cucumber, raw with Avocado, for use on a sandwich",662.5,31.5,94.3,18.6
"Fish, tuna, cooked with Bread, whole wheat, toasted and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust with Flax seeds",2014.2,80.5,106.7,33.4
"Nutritional powder mix (EAS Whey Protein Powder) with Flavored rice, brown and wild and Cucumber and vegetable namasu",792.5,104.6,68.2,11.1
"Beef and broccoli with Oatmeal, multigrain and Lobster salad with Almond paste",579.7,30.5,34.3,36.2
"Bologna, turkey with Flavored rice, brown and wild and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",1722.5,33.2,66.5,41.4
"Fish, tuna, NFS with Apple, baked and Asparagus, frozen, unprepared",321.0,32.2,38.3,6.3
"Chicken breast, rotisserie, skin not eaten with Cobbler, berry and Guacamole with tomatoes with Peanut butter",797.2,51.3,65.7,39.4
"Burrito, chicken, cheese with Pie, berry and Asparagus, frozen, unprepared",849.0,28.6,105.9,35.5
"Beef and broccoli with Peanut butter sandwich, with regular peanut butter, on white bread and Salad dressing, NFS, for salads",1243.0,37.8,73.3,90.8
"Almond chicken with Pasta, vegetable, cooked and Green beans, pickled with Soup, peanut",551.7,32.4,58.8,20.9
"Beef, steak, ribeye, lean and fat eaten with Crisp, apple and Kale, NS as to form, cooked with Oil, walnut",1380.0,42.5,49.9,66.1
"Chicken breast, sauteed, skin eaten with Bread, whole wheat and Green beans, pickled",744.0,58.7,75.7,21.5
"Fish, tuna, cooked with Banana chips and Salad dressing, NFS, for salads",1472.5,50.2,93.5,102.7
"Yogurt, Greek, plain, nonfat with Pasta with tomato-based sauce, restaurant and Green beans, raw",371.5,22.5,40.5,12.8
"Yogurt, Greek, plain, lowfat with Bread, oatmeal and Asparagus, canned, cooked with oil with Cashews, NFS",992.1,31.9,86.0,20.0
"Chicken breast, sauteed, skin eaten with Pasta with cream sauce, restaurant and Cucumber, cooked",660.0,44.9,26.7,40.1
"Chicken breast, rotisserie, skin eaten with Pasta with cream sauce, restaurant and Pea salad",748.5,48.1,34.1,46.4
"Salmon salad with Cereal or granola bar (Quaker Chewy Granola Bar) and Kale, NS as to form, cooked",1015.5,27.8,114.0,55.2
"Beef, steak, strip, lean and fat eaten with Banana chips and Green beans, raw",1211.5,44.8,95.0,75.7
"Frankfurter, turkey with Quinoa, cooked and Cucumber, raw with Avocados, raw, California",1700.0,25.8,41.9,31.3
"Fish, salmon, canned with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Cucumber, for use on a sandwich with Chia seeds",1012.9,51.3,106.7,41.7
"Fish oil, salmon with Oatmeal, multigrain and Fried green beans with Oil, avocado",1792.6,7.2,41.1,178.6
"Eggs, Grade A, Large, egg yolk with Sweet potato tots and Green beans, pickled with Oil, corn, peanut, and olive",2573.1,29.3,68.5,72.5
"Fish, salmon, canned with Pasta with sauce, NFS and Carrots, raw, salad with Almond paste",672.2,48.3,53.5,30.1
"Eggs, Grade A, Large, egg whole with Orange Blossom and Spinach, creamed with Nuts, walnuts, glazed",1237.5,23.1,28.7,26.8
"Orange chicken with Pie, berry and Green bean casserole",908.0,28.4,100.0,44.4
"Chicken breast, roll, oven-roasted with Cereal, granola and Salad dressing, NFS, for salads with Avocados, raw, California",2007.5,38.2,110.9,77.8
"Beef, steak, ribeye, lean only eaten with Crisp, apple and Lobster salad with Oil, walnut",1409.5,54.2,46.5,65.5
"Fish, salmon, canned with Bread, oatmeal and Tomato powder with Oil, walnut",1464.5,62.4,147.4,28.4
"Fish, tuna, cooked with Flavored rice, brown and wild and Soup, pepperpot",514.0,52.6,35.8,16.7
"Nutritional powder mix (EAS Whey Protein Powder) with Pasta with cream sauce, restaurant and Spinach souffle",1011.5,111.3,57.4,37.3
"Yogurt, Greek, with oats with Bread, pita, whole-wheat and Kale, NS as to form, cooked with Walnuts, honey roasted",2042.7,33.1,122.8,20.9
"Almond chicken with Sherbet, orange and Fried broccoli",1418.5,29.4,74.7,35.6
"Eggs, Grade A, Large, egg whole with Pasta, cooked and Asparagus, frozen, unprepared",1185.0,30.5,51.6,16.6
"Egg, creamed with Sherbet, orange and Kale, frozen, unprepared",1241.0,16.0,58.8,19.0
"Eggs, Grade A, Large, egg white with Banana, raw and Salad dressing, NFS, for salads with Oil, walnut",1213.0,18.5,43.5,60.0
"Burrito, chicken, cheese with Sherbet, orange and Spinach souffle",1397.0,28.0,95.2,23.7
"Fish oil, salmon with Banana, raw and Cucumber, cooked",1543.5,1.8,37.4,153.6
"Nutritional powder mix, protein, NFS with Cereal or granola bar (Quaker Granola Bites) and Guacamole with tomatoes",1349.5,129.8,116.9,41.7
"Orange chicken with Bananas, dehydrated, or banana powder and Soup, tomato",931.0,28.2,169.8,22.1
"Fish oil, salmon with Apple, baked and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust with Almonds, flavored",2862.3,15.5,67.6,176.8
"Beef salad with Cobbler, berry and Fried green beans with Walnuts, honey roasted",1061.2,36.3,85.9,63.7
"Beverages, Protein powder soy based with Cereal or granola bar (Quaker Chewy Granola Bar) and Kale, raw with Almonds, flavored",3181.8,97.8,156.1,42.7
"Frankfurter, turkey with Pasta with tomato-based sauce and cheese and Cucumber, raw with Walnut oil",1726.6,24.5,31.1,48.4
"Orange chicken with Cereal or granola bar (Quaker Granola Bites) and Tomatoes, raw",1089.5,33.3,137.1,45.6
"Yogurt, Greek, Blueberry, CHOBANI with Bread, whole wheat, with raisins and Pea salad with Avocado, for use on a sandwich",1153.5,27.1,115.6,22.8
"Beverages, Protein powder soy based with Pasta with sauce, NFS and Green beans, pickled",2671.5,93.8,83.1,12.5
"Nutritional powder mix (EAS Soy Protein Powder) with Bread, pita, whole wheat and Kale, frozen, unprepared",1116.5,88.8,154.6,8.4
"Cottage cheese, farmer's with Apple, dried and Salad dressing, NFS, for salads with Walnut oil",1149.1,19.2,111.2,74.6
"Chicken breast, sauteed, skin eaten with Snacks, rice cakes, brown rice, buckwheat and Guacamole with tomatoes",1024.0,53.9,128.2,34.3
"Yogurt, Greek, plain, nonfat with Bread, pita, whole wheat and Green beans, raw",524.5,32.1,96.7,3.4
"Eggs, Grade A, Large, egg yolk with Bread, whole wheat, toasted and Spinach souffle",2646.5,50.3,79.7,57.7
"Yogurt, Greek, strawberry, lowfat with Pasta, vegetable, cooked and Cucumber, cooked",895.5,19.8,61.6,7.2
"Fish, salmon, canned with Bread, pita, whole wheat and Cucumber and vegetable namasu",653.0,52.1,96.1,9.1
"Fish, tofu, and vegetables, tempura with Bread, pita, whole wheat and Soup, pepperpot with Almond oil",882.1,23.8,97.4,47.3
"Nutritional powder mix, protein, NFS with Apple, dried and Asparagus, canned, cooked with oil",937.5,120.7,110.6,6.4
"Almond chicken with Pie, berry and Muffin, carrot",1065.5,33.2,110.4,56.1
"Fish, tuna, canned with Apple, raw and Spinach, creamed with Avocado, raw",333.0,31.4,29.7,9.9
"Salmon salad with Banana chips and Green beans, pickled with Nuts, walnuts, english",1563.0,23.6,104.8,86.5
"Beverages, Protein powder soy based with Pasta with vegetables, no sauce or dressing and Green beans, raw",2686.0,92.1,85.4,13.9
"Salmon salad with Cookie, granola and Soup, pepperpot",1106.5,34.0,110.9,58.2
"Burrito, chicken, cheese with Bread, pita, whole wheat and Carrots, raw, salad",971.0,36.6,144.0,30.4
"Fat, turkey with Banana chips and Carrot, dehydrated with Soup, peanut",2482.7,12.0,168.5,202.4
"Beverages, Protein powder whey based with Banana, raw and Kale, frozen, unprepared",789.5,120.9,48.3,3.2
"Mayonnaise, made with tofu with Marmalade, orange and Tomato powder with Olive oil",4007.0,22.3,178.7,63.1
"Nutritional powder mix, protein, NFS with Cookie, oatmeal and Tomatoes, raw with Seeds, chia seeds, dried",1295.9,129.8,122.8,34.4
"Eggs, Grade A, Large, egg yolk with Pasta with vegetables, no sauce or dressing and Carrots, raw, salad",2528.0,32.2,53.8,64.2
"Eggs, Grade A, Large, egg whole with Cereal, granola and Cucumber and vegetable namasu",1611.5,33.8,114.7,34.6
"Burrito, chicken, cheese with Cereal or granola bar (Quaker Granola Bites) and Carrots, raw, salad with Cookie, peanut butter",1325.5,34.0,168.2,57.7
"Chicken breast, sauteed, skin eaten with Flavored rice, brown and wild and Kale, NS as to form, cooked",537.0,45.7,33.6,23.4
"Egg, creamed with Cereal or granola bar (Quaker Chewy Granola Bar) and Spinach souffle",977.0,25.9,120.7,49.0
"Nutritional powder mix (EAS Whey Protein Powder) with Crisp, berry and Soup, bean with Avocado dressing",1050.5,109.2,88.9,29.6
"Fish, tofu, and vegetables, tempura with Bread, whole wheat and Carrot, dehydrated",987.5,32.6,151.0,30.8
"Nutritional powder mix (EAS Whey Protein Powder) with Pasta with vegetables, no sauce or dressing and Fried green beans with Almond butter",1112.7,113.8,87.6,33.8
"Orange chicken with Pasta with cream sauce, restaurant and Spinach souffle",827.0,33.0,64.2,48.6
"Fish, tuna, canned with Cookie, granola and Green beans, raw",863.5,45.2,107.6,28.1
"Turkey with gravy with Marmalade, orange and Guacamole with tomatoes with Nuts, walnuts, glazed",1952.5,34.3,117.0,23.6
"Fish, tuna, cooked with Pasta with sauce, NFS and Oil, olive, salad or cooking",4151.5,54.3,28.7,111.6
"Fish oil, salmon with Bread, oatmeal and Green beans, pickled with Avocado, for use on a sandwich",1834.5,14.5,85.0,159.0
"Chicken breast, rotisserie, skin eaten with Cookie, oatmeal and Cucumber salad made with cucumber and vinegar with Walnut oil",1104.1,49.4,110.0,53.8
"Bologna, turkey with Cookie, granola and Soup, tomato",1028.5,32.5,110.7,50.8
"Burrito, beef, cheese with Cereal, granola and Carrots, raw, salad with Cashews, salted",1329.2,38.1,165.8,58.4
