description,calories,protein,carbs,fat
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Cereal or Granola bar, NFS and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1153.5,25.1,135.6,58.0
"SILK Key Lime soy yogurt with Rice cake and Carrot, dehydrated",1481.0,22.3,227.6,9.7
"Chicken, ground, crumbles, cooked, pan-browned with Crisp, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter sandwich",917.7,42.4,68.1,54.2
"Frozen yogurt, vanilla with Banana, raw and Fruit salad, excluding citrus fruits, with pudding",473.0,7.5,84.6,12.3
"Ramen bowl with beef with Cereal or granola bar (Quaker Granola Bites) and Burrito bowl, with beans with Cookie, peanut butter",1082.0,30.3,148.5,41.0
"Yogurt, Greek, strawberry, lowfat with Cookie, oatmeal, with raisins and Carrot, dehydrated with Cookies, peanut butter sandwich, regular",1746.2,31.0,210.9,35.7
"Frozen yogurt, NFS with Coffee cake, crumb or quick-bread type, cheese-filled and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Almond milk, chocolate",991.5,16.6,114.7,52.6
"Ramen bowl with chicken with Strudel, apple and Fruit salad, excluding citrus fruits, with pudding with Nuts, walnuts, glazed",822.5,16.6,104.1,38.7
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Apple, dried and Carrots, glazed, cooked",553.0,12.2,117.4,8.3
"Yogurt parfait, lowfat, with fruit and granola with Bananas, dehydrated, or banana powder and Cake, pudding-type, carrot, dry mix",1060.0,16.0,235.5,14.0
"Frozen yogurt bar, chocolate with Rice cake and Bean cake with Cake, pound, commercially prepared, other than all butter, enriched",1256.8,21.7,211.8,35.9
"Yogurt, Greek, strawberry, lowfat with Pudding, bread and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Nuts, walnuts, glazed",1214.5,23.7,74.5,37.2
"McDONALD'S, Fruit 'n Yogurt Parfait with Croissants, apple and Carrot, dehydrated",1380.5,23.3,166.3,16.5
"McDONALD'S, Fruit 'n Yogurt Parfait with Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1417.5,15.1,173.7,23.9
"Frozen yogurt, chocolate with Cereal, rice crispy, plain and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookies, peanut butter sandwich, regular",1045.2,18.1,175.0,30.6
"SILK Key Lime soy yogurt with Cookie, oatmeal, with raisins and Fruit salad, including citrus fruits, with marshmallows with Cake, pound, commercially prepared, other than all butter, enriched",1529.3,15.5,154.3,50.7
"Turnover or hot pocket, beef with Sherbet, orange and Fruit salad, including citrus fruits, with marshmallows",1496.5,19.0,99.3,37.5
"Yogurt parfait, lowfat, with fruit and granola with Cookies, oatmeal sandwich, with creme filling and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",963.0,10.8,120.3,49.2
"Chicken, ground, crumbles, cooked, pan-browned with Apple, raw and Cake, pudding-type, carrot, dry mix with Cookie, peanut butter",861.0,41.6,110.1,29.9
"Burrito bowl, chicken with Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",617.5,33.3,21.7,32.8
"Fish timbale or mousse with Apple, raw and Fruit salad, excluding citrus fruits, with pudding with Cookie, peanut butter, with chocolate",523.2,18.4,52.2,26.9
"Yogurt, Greek, plain, nonfat with Apple pie filling and Carrots, glazed, cooked",338.5,16.5,61.9,3.5
"Turnover or hot pocket, beef with Cookie, oatmeal, with raisins and Carrot, dehydrated with Cake, pound, commercially prepared, other than all butter, enriched",1423.8,33.7,227.3,46.7
"Yogurt, Greek, with oats with Pudding, rice and Fruit salad, excluding citrus fruits, with marshmallows with Nuts, walnuts, glazed",711.5,21.7,82.3,33.6
"Egg custards, dry mix with Apple, dried and Carrots, raw",1023.5,12.6,232.7,10.3
"Frozen yogurt bar, chocolate with Coffee cake, crumb or quick-bread type and Carrots, glazed, cooked with Cookie, butter or sugar",957.1,15.9,136.8,38.8
"Turkey, ground, fat free, pan-broiled crumbles with Cookie, oatmeal, with chocolate chips and Fruit salad, including citrus fruits, with marshmallows",1156.0,58.0,118.3,54.5
"Burrito bowl, chicken with Cobbler, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Chia seeds",879.9,39.0,70.1,50.0
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cookies, marshmallow, chocolate-coated (includes marshmallow pies) and Burrito bowl, with beans",852.0,23.9,120.1,33.8
"Frozen yogurt bar, chocolate with Pie fillings, apple, canned and Fruit salad, excluding citrus fruits, with pudding",963.5,6.5,89.7,12.0
"Yogurt, Greek, Blueberry, CHOBANI with Doughnuts, cake-type, plain, chocolate-coated or frosted and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1432.5,20.1,109.2,58.4
"Frozen yogurt, vanilla with Pie fillings, apple, canned and Cake or cupcake, carrot",1194.5,7.1,123.4,23.1
"Turkey, ground, fat free, pan-broiled crumbles with Bananas, dehydrated, or banana powder and Cake, pudding-type, carrot, dry mix with Cake, pound, commercially prepared, other than all butter, enriched",1218.8,59.3,219.5,19.3
"Fruit smoothie, with whole fruit and dairy, added protein with Coffee cake, crumb or quick-bread type and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",959.5,22.5,105.6,50.2
"Yogurt, Greek, Blueberry, CHOBANI with Cookie, oatmeal, with raisins and Bean cake with Cookie, butterscotch, brownie",1664.2,26.7,181.7,51.4
"Fish timbale or mousse with Pudding, bread and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Almond milk, chocolate",711.0,25.4,52.9,44.6
"Yogurt, Greek, with oats with Pie, blueberry, prepared from recipe and Bean cake",1005.0,23.7,130.2,44.8
"Yogurt, Greek, plain, nonfat with Cake or cupcake, banana and Carrot, dehydrated with Cookies, peanut butter sandwich, regular",1072.7,28.6,174.5,31.5
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Banana pudding and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookies, peanut butter sandwich, regular",693.7,10.7,92.0,31.9
"SILK Key Lime soy yogurt with Cereal or granola bar (Quaker Granola Bites) and Fruit salad, including citrus fruits, with marshmallows",1472.5,16.1,142.8,47.1
"Yogurt, Greek, plain, nonfat with Banana pudding and Fruit salad, excluding citrus fruits, with pudding with Cookie, peanut butter, with chocolate",539.8,22.3,74.5,17.2
"Frozen yogurt, NFS with Coffee cake, crumb or quick-bread type and Fruit salad, excluding citrus fruits, with pudding",921.5,16.1,127.4,39.5
"Yogurt parfait, with fruit with Pie, apple and Cake or cupcake, carrot with Nuts, walnuts, glazed",1049.0,15.7,139.4,49.1
"Frozen yogurt, NFS with Pie, blueberry, prepared from recipe and Fruit salad, including citrus fruits, with marshmallows with Cookie, butter or sugar",871.6,11.2,109.7,45.3
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Banana nectar and Carrots, glazed, cooked",299.5,11.2,45.6,8.0
"Burrito bowl, chicken with Cereal or granola bar (Quaker Chewy Granola Bar) and Cake, pudding-type, carrot, dry mix",1283.5,45.1,184.9,46.8
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Strudel, berry and Carrots, raw with Nuts, walnuts, glazed",647.0,15.6,76.9,32.0
"Turnover or breakfast pocket, egg with Pie, apple and Cake or cupcake, carrot with Nuts, walnuts, glazed",1290.5,22.8,161.6,62.7
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Pie, berry and Carrots, raw with Cookies, peanut butter sandwich, regular",712.7,18.6,96.7,28.8
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Pie fillings, blueberry, canned and Fruit salad, including citrus fruits, with marshmallows with Cookie, butterscotch, brownie",667.8,13.1,94.4,26.9
"Chicken, ground, crumbles, cooked, pan-browned with Pie, apple, prepared from recipe and Bean cake with Almond milk, chocolate",1101.5,44.4,106.6,56.7
"Ramen bowl with beef with Cookie, oatmeal and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1127.5,21.3,139.7,55.6
"Frozen yogurt bar, chocolate with Cake or cupcake, gingerbread and Fruit salad, excluding citrus fruits, with pudding",747.5,11.8,118.5,25.6
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Pie, banana cream and Burrito bowl, with beans with Cookie, butter or sugar",762.6,24.1,93.8,32.8
"Egg custards, dry mix with Cookies, oatmeal sandwich, with creme filling and Cake, pudding-type, carrot, dry mix",1627.0,19.4,286.8,46.9
"Burrito bowl, chicken with Pie, banana cream and Fruit salad, including citrus fruits, with marshmallows with Cake, pound, commercially prepared, other than all butter, enriched",969.9,37.8,73.8,58.2
"Burrito bowl, chicken with Cereal or granola bar (Quaker Chewy Granola Bar) and Cake, pudding-type, carrot, dry mix",1283.5,45.1,184.9,46.8
"Frozen yogurt bar, chocolate with Coffee cake, crumb or quick-bread type, cheese-filled and Cake or cupcake, carrot with Cookie, peanut butter",1189.0,18.5,160.5,52.8
"Frozen yogurt, chocolate with Pudding, bread and Cake, pudding-type, carrot, dry mix with Nuts, walnuts, glazed",920.5,19.2,154.0,27.8
"Frozen yogurt sandwich with Cereal or granola bar (Quaker Chewy Granola Bar) and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Almond milk, chocolate",1186.5,16.2,171.6,55.1
"Ramen bowl with beef with Sherbet, orange and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, butter or sugar",1429.1,14.4,96.3,33.2
"Burrito bowl, chicken with Pudding, bread and Carrot, dehydrated",816.5,48.1,115.3,20.9
"Frozen yogurt bar, chocolate with Pie, apple and Bean cake",1054.5,14.4,138.6,49.7
"Chicken, ground, crumbles, cooked, pan-browned with Apple, dried and Burrito bowl, with beans with Cookie, peanut butter sandwich",848.7,45.7,126.0,23.4
"Yogurt, Greek, plain, lowfat with Apple, dried and Carrots, raw with Cake, pound, commercially prepared, other than all butter, enriched",924.4,18.0,122.3,6.3
"Frozen yogurt, chocolate with Pudding, rice and Fruit salad, excluding citrus fruits, with pudding",495.5,11.2,78.1,15.1
"Yogurt, Greek, Blueberry, CHOBANI with Cookie, oatmeal, with raisins and Burrito bowl, with beans",1318.5,28.2,139.6,30.9
"Ramen bowl with chicken with Pie, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",873.0,16.5,92.4,49.0
"Frozen yogurt, chocolate with Oat milk and Burrito bowl, with beans",393.0,13.5,57.8,12.3
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Sherbet, orange and Bean cake",1408.5,17.3,96.8,29.5
"Frozen yogurts, chocolate with Oat milk and Burrito bowl, with beans with Cookies, peanut butter sandwich, regular",1088.7,14.8,67.6,15.5
"Frozen yogurt, chocolate with Coffee cake, crumb or quick-bread type, cheese-filled and Carrots, raw",788.0,15.6,109.7,32.0
"Yogurt, Greek, with oats with Cereal or granola bar (Quaker Granola Bites) and Fruit salad, including citrus fruits, with marshmallows",1144.0,26.5,146.4,50.9
"Yogurt, Greek, Blueberry, CHOBANI with Blueberry pie filling and Carrot, dehydrated with Cookie, butterscotch, brownie",1187.8,20.3,175.0,4.6
"Burrito bowl, chicken with Apple pie filling and Fruit salad, excluding citrus fruits, with pudding with Cookie, butterscotch, brownie",589.2,34.3,67.2,21.2
"Egg custards, dry mix with Cereal, rice crispy, plain and Cake or cupcake, carrot with Cookie, butterscotch, brownie",1586.8,24.0,305.3,31.4
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Pie, blueberry, commercially prepared and Burrito bowl, with beans with Cookies, peanut butter sandwich, regular",640.2,21.9,80.8,26.7
"Frozen yogurt sandwich with Puddings, rice, dry mix, prepared with 2% milk and Fruit salad, excluding citrus fruits, with pudding",1140.5,12.6,100.9,18.3
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Cookie, oatmeal, reduced sugar and Carrots, raw with Cookie, peanut butter",880.0,19.3,124.5,35.9
"Frozen yogurt, NFS with Cookie, oatmeal and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookies, peanut butter sandwich, regular",1177.2,17.0,158.3,56.0
"Frozen yogurt sandwich with Cookie, oatmeal and Carrots, glazed, cooked with Cookie, peanut butter, with chocolate",1149.2,17.2,180.9,43.1
"Yogurt parfait, lowfat, with fruit and granola with Cereal or Granola bar, NFS and Carrots, raw",876.5,21.1,130.1,31.5
"Yogurt parfait, with fruit with Banana pudding and Bean cake",810.0,17.5,116.0,31.1
"Yogurt parfait, lowfat, with fruit and granola with Pie, apple, prepared from recipe and Fruit salad, excluding citrus fruits, with marshmallows",774.5,10.4,97.0,39.7
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Bread, pound cake type, pan de torta salvadoran and Fruit salad, excluding citrus fruits, with marshmallows with Nuts, walnuts, glazed",1046.0,17.3,128.2,52.6
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Apple pie filling and Carrots, glazed, cooked",338.5,10.9,57.7,8.0
"Yogurt, Greek, Blueberry, CHOBANI with Bananas, dehydrated, or banana powder and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter",1351.5,19.8,173.9,27.3
"Frozen yogurt, vanilla with Croissants, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",811.5,17.5,101.1,38.7
"Egg custards, dry mix with Pie, apple, prepared from recipe and Carrots, glazed, cooked",1109.5,14.9,197.2,31.1
"Burrito bowl, chicken with Cream of rice and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",585.0,35.2,36.3,32.6
"Fruit smoothie, with whole fruit and dairy, added protein with Banana pudding and Fruit salad, excluding citrus fruits, with marshmallows",609.5,16.7,74.6,27.7
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Pie fillings, blueberry, canned and Gelatin salad with vegetables with Cookies, peanut butter sandwich, regular",611.2,11.5,116.4,11.6
"Turkey, ground, fat free, pan-broiled crumbles with Coffee cake, crumb or quick-bread type and Bean cake",1234.5,63.1,126.8,53.1
"Frozen yogurt bar, chocolate with Pie fillings, blueberry, canned and Carrots, raw with Almond milk, chocolate",518.5,6.1,109.8,6.1
"Fruit smoothie, with whole fruit and dairy, added protein with Cereal or granola bar (Quaker Granola Bites) and Gelatin salad with vegetables",856.0,23.2,128.5,28.1
"Fish timbale or mousse with Cookie, oatmeal, with raisins and Fruit salad, excluding citrus fruits, with pudding",1035.5,26.3,124.1,50.1
"Yogurt, Greek, Blueberry, CHOBANI with Puddings, rice, ready-to-eat and Bean cake",1090.5,21.5,96.7,25.0
"Yogurt parfait, lowfat, with fruit and granola with Pie, berry and Bean cake with Cookie, butter or sugar",1068.6,16.4,143.1,49.0
"Fish timbale or mousse with Cookies, oatmeal sandwich, with creme filling and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, butter or sugar",1141.1,21.6,114.0,66.3
"Frozen yogurt, vanilla with Cookies, marshmallow, chocolate-coated (includes marshmallow pies) and Carrots, glazed, cooked",919.0,11.4,151.3,33.5
"Yogurt, Greek, plain, nonfat with Cookie, oatmeal, with chocolate chips and Fruit salad, including citrus fruits, with marshmallows",1021.0,25.9,123.8,51.0
"Yogurt, Greek, strawberry, lowfat with Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar) and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Chia seeds",1590.4,22.8,157.1,41.6
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Coffee cake, crumb or quick-bread type, cheese-filled and Fruit salad, excluding citrus fruits, with marshmallows",890.0,21.9,86.4,50.9
"Burrito bowl, chicken with Banana, raw and Cake or cupcake, carrot with Cookie, peanut butter",832.0,36.5,95.0,33.7
"Fish timbale or mousse with Bread, pound cake type, pan de torta salvadoran and Fruit salad, excluding citrus fruits, with pudding",945.5,27.6,98.0,49.0
"Ramen bowl with beef with Cookie, oatmeal and Cake or cupcake, carrot with Almond milk, chocolate",1261.0,22.1,179.1,52.6
"Frozen yogurts, chocolate with Croissants, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cake, pound, commercially prepared, other than all butter, enriched",1499.8,18.3,108.9,41.4
"Turnover or breakfast pocket, egg with Pie fillings, blueberry, canned and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, with chocolate",987.2,18.6,135.4,41.7
"Frozen yogurt sandwich with Pie, banana cream and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, peanut butter",1054.0,12.6,126.4,56.7
"Frozen yogurt, vanilla with Pudding, bread and Gelatin salad with vegetables with Nuts, walnuts, glazed",560.5,15.6,88.9,18.1
"Egg custards, dry mix with Cereal or Granola bar, NFS and Gelatin salad with vegetables",1382.5,27.0,234.8,39.3
"Yogurt, Greek, Blueberry, CHOBANI with Cereal or Granola bar, NFS and Cake or cupcake, carrot",1595.0,28.5,167.6,47.6
"Frozen yogurt bar, chocolate with Puddings, rice, dry mix and Cake or cupcake, carrot with Cookies, peanut butter sandwich, regular",1206.2,12.4,230.8,26.2
"Yogurt, Greek, plain, nonfat with Banana nectar and Carrots, raw with Cookie, butterscotch, brownie",307.2,17.4,51.7,3.4
"McDONALD'S, Fruit 'n Yogurt Parfait with Cobbler, apple and Cake or cupcake, carrot",1358.0,9.7,133.2,32.5
"Yogurt, Greek, with oats with Banana pudding and Cake, pudding-type, carrot, dry mix",878.5,22.8,151.2,21.7
"Fish timbale or mousse with Cake or cupcake, banana and Carrots, glazed, cooked with Cookie, butter or sugar",958.6,20.5,110.0,48.4
"Yogurt, Greek, plain, lowfat with Cookies, marshmallow, chocolate-coated (includes marshmallow pies) and Carrot, dehydrated with Cookie, peanut butter",1501.0,30.4,195.8,33.3
"Yogurt parfait, with fruit with Banana nectar and Carrot, dehydrated",608.0,16.4,130.7,5.0
"Frozen yogurt, vanilla with Cake or cupcake, banana and Carrots, glazed, cooked with Cookie, butter or sugar",925.6,9.9,139.4,37.4
"Fruit smoothie, with whole fruit and dairy, added protein with Cobbler, berry and Cake, pudding-type, carrot, dry mix with Cookie, butterscotch, brownie",940.8,20.8,158.1,27.4
"Yogurt parfait, with fruit with Cookie, oatmeal, with chocolate chips and Fruit salad, excluding citrus fruits, with pudding with Almond milk, chocolate",985.0,18.4,144.7,41.3
"Frozen yogurts, chocolate with Cake or cupcake, apple and Carrots, raw with Cookie, peanut butter, sugar free",1507.0,10.5,128.4,36.5
"Frozen yogurt sandwich with Cookie, oatmeal, with chocolate chips and Gelatin salad with vegetables with Cake, pound, commercially prepared, other than all butter, enriched",1110.8,16.7,174.8,43.5
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Crisp, berry and Gelatin salad with vegetables with Cookie, peanut butter, sugar free",616.5,11.8,97.4,21.0
"Turnover or breakfast pocket, egg with Doughnuts, cake-type, plain, chocolate-coated or frosted and Gelatin salad with vegetables",1136.5,23.9,137.3,54.8
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Pie, blueberry and Burrito bowl, with beans with Cookie, peanut butter, with chocolate",741.8,23.3,84.4,35.6
"Turnover or hot pocket, beef with Cereal, rice crispy, plain and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, sugar free",1205.0,29.4,177.0,42.1
"Turnover or breakfast pocket, egg with Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, peanut butter, sugar free",1246.0,27.5,201.1,42.7
"Yogurt, Greek, Blueberry, CHOBANI with Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1280.5,21.7,162.4,22.7
"Frozen yogurt, chocolate with Apple, raw and Gelatin salad with vegetables with Nuts, walnuts, glazed",424.0,7.5,75.8,11.0
"Ramen bowl with chicken with Strudel, berry and Cake, pudding-type, carrot, dry mix with Cookie, butter or sugar",1110.1,20.1,171.2,39.9
"Yogurt, Greek, with oats with Blueberry pie filling and Gelatin salad with vegetables with Cookie, peanut butter",627.0,17.3,119.3,9.4
"McDONALD'S, Fruit 'n Yogurt Parfait with Cookie, shortbread and Carrots, raw",1473.5,13.0,136.4,41.5
"McDONALD'S, Fruit 'n Yogurt Parfait with Cereal, rice crispy, flavored and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1463.5,13.3,173.6,24.0
"Yogurt, Greek, plain, nonfat with Cereal or Granola bar, NFS and Carrot, dehydrated with Cake, pound, commercially prepared, other than all butter, enriched",1197.3,39.5,189.5,34.4
"Yogurt, Greek, plain, lowfat with Cookie, oatmeal sandwich, with creme filling and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1301.5,20.6,102.9,51.0
"Turnover or breakfast pocket, egg with Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops and Carrots, glazed, cooked with Cookies, peanut butter sandwich, regular",695.2,17.2,81.2,22.9
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Cereal, rice crispy, plain and Fruit salad, excluding citrus fruits, with marshmallows",879.5,22.1,138.5,26.4
"Yogurt, Greek, plain, lowfat with Crisp, apple and Carrots, glazed, cooked with Chia seeds",949.9,22.5,74.8,24.7
"Burrito bowl, chicken with Banana, raw and Bean cake with Cookie, peanut butter sandwich",872.7,39.8,94.2,37.2
"Burrito bowl, chicken with Pie, blueberry and Cake, pudding-type, carrot, dry mix with Cookie, peanut butter",1177.5,42.2,145.3,48.8
"Yogurt, Greek, plain, nonfat with Doughnuts, cake-type, plain, chocolate-coated or frosted and Fruit salad, excluding citrus fruits, with marshmallows with Almond milk, chocolate",1027.0,24.7,101.1,58.0
"Yogurt parfait, with fruit with Crisp, berry and Carrots, glazed, cooked with Cookie, butter or sugar",664.6,14.7,100.8,23.7
"Frozen yogurt, NFS with Cookies, oatmeal sandwich, with creme filling and Gelatin salad with vegetables with Cookie, peanut butter, with chocolate",919.8,11.1,138.7,36.7
"SILK Key Lime soy yogurt with Apple, raw and Cake or cupcake, carrot",1017.5,6.3,100.4,19.5
"Frozen yogurt bar, chocolate with Banana nectar and Bean cake",721.5,10.7,109.3,27.0
"Turnover or hot pocket, beef with Strudel, berry and Gelatin salad with vegetables with Almond milk, chocolate",853.5,20.7,110.7,36.9
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Pie fillings, apple, canned and Carrots, glazed, cooked",865.0,12.7,74.3,5.1
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Pie fillings, blueberry, canned and Bean cake with Cookie, butter or sugar",890.1,10.9,153.1,26.3
"Egg custards, dry mix with Pie, blueberry, commercially prepared and Fruit salad, excluding citrus fruits, with pudding with Nuts, walnuts, glazed",1175.0,16.2,201.8,36.4
"SILK Key Lime soy yogurt with Pie, apple, prepared from recipe and Cake, pudding-type, carrot, dry mix",1364.5,12.2,161.2,30.3
"Yogurt parfait, with fruit with Croissants, apple and Fruit salad, excluding citrus fruits, with marshmallows with Chia seeds",860.9,23.2,103.6,40.4
"Fish timbale or mousse with Cookie, oatmeal sandwich, with creme filling and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1067.5,20.8,99.9,64.5
"Ramen bowl with chicken with Apple, candied and Gelatin salad with vegetables with Nuts, walnuts, glazed",526.0,15.3,88.7,14.4
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Banana, raw and Bean cake with Cookies, peanut butter sandwich, regular",838.2,16.3,119.7,33.1
"Yogurt, Greek, strawberry, lowfat with Potato chips, popped, NFS and Carrots, glazed, cooked with Cookie, butter or sugar",1528.6,21.5,153.0,36.9
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Pie, berry and Carrot, dehydrated",891.5,22.7,140.2,29.7
"Yogurt parfait, with fruit with Crisp, berry and Carrot, dehydrated",839.0,21.1,152.9,19.4
"Yogurt, Greek, plain, nonfat with Puddings, rice, ready-to-eat and Fruit salad, including citrus fruits, with marshmallows",497.5,22.2,50.0,22.9
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Pie fillings, blueberry, canned and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, sugar free",735.0,15.6,105.6,27.8
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Banana chips and Fruit salad, including citrus fruits, with marshmallows with Cookie, butterscotch, brownie",1218.2,9.7,140.7,73.6
"Yogurt, Greek, with oats with Potato chips, popped, NFS and Fruit salad, excluding citrus fruits, with marshmallows",1178.0,23.1,154.7,52.3
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Fruit salad, excluding citrus fruits, with marshmallows with Cake, pound, commercially prepared, other than all butter, enriched",1236.3,21.9,148.8,60.9
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Puddings, rice, dry mix, prepared with 2% milk and Carrot, dehydrated with Cookie, butter or sugar",1199.6,23.7,122.2,11.9
"Burrito bowl, chicken with Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar) and Burrito bowl, with beans",982.5,45.9,136.5,28.1
"Tofu yogurt with Apple, candied and Fruit salad, excluding citrus fruits, with marshmallows",1043.0,9.0,86.0,25.4
"Ramen bowl with chicken with Crisp, berry and Carrots, raw",575.0,16.5,82.0,20.7
"Yogurt parfait, lowfat, with fruit and granola with Strudel, berry and Carrot, dehydrated with Cookie, butter or sugar",973.1,17.6,172.4,27.3
"McDONALD'S, Fruit 'n Yogurt Parfait with Banana pudding and Gelatin salad with vegetables with Cookie, peanut butter, sugar free",1038.0,11.0,94.6,13.0
"Chicken, ground, crumbles, cooked, pan-browned with Pie fillings, blueberry, canned and Fruit salad, excluding citrus fruits, with pudding",692.0,37.4,84.7,23.1
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice and Fruit salad, excluding citrus fruits, with pudding with Almond milk, chocolate",797.5,14.8,175.4,10.0
"SILK Key Lime soy yogurt with Apple, raw and Fruit salad, including citrus fruits, with marshmallows",887.5,5.7,65.6,21.1
"Fruit smoothie, with whole fruit and dairy, added protein with Cobbler, berry and Gelatin salad with vegetables with Cookie, butterscotch, brownie",586.8,17.2,93.0,17.6
"McDONALD'S, Fruit 'n Yogurt Parfait with Banana pudding and Fruit salad, excluding citrus fruits, with pudding with Cookie, peanut butter, with chocolate",1106.8,11.0,100.1,18.6
"Burrito bowl, chicken with Rice cake and Carrot, dehydrated",1170.5,50.3,201.7,20.1
"Frozen yogurt, vanilla with Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice and Cake or cupcake, carrot",1083.5,16.1,213.8,24.6
"Ramen bowl with chicken with Pudding, rice and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",598.0,17.2,64.3,29.7
"Yogurt, Greek, plain, nonfat with Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar) and Cake or cupcake, carrot",1077.5,24.2,176.0,30.6
"Turnover or breakfast pocket, egg with Cereal or granola bar (Quaker Chewy Granola Bar) and Gelatin salad with vegetables with Cookie, peanut butter sandwich",1157.2,26.3,175.5,45.0
"Yogurt, Greek, strawberry, lowfat with Pie, apple, fast food and Gelatin salad with vegetables with Cookie, butterscotch, brownie",1254.2,18.9,106.0,30.5
"Yogurt, Greek, Blueberry, CHOBANI with Strudel, berry and Cake, pudding-type, carrot, dry mix with Almond milk, chocolate",1372.5,19.7,158.4,31.7
"Frozen yogurts, chocolate with Blueberry pie filling and Burrito bowl, with beans with Cookies, peanut butter sandwich, regular",1292.7,14.5,126.1,12.3
"Frozen yogurt, NFS with Cake or cupcake, gingerbread and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter",922.5,13.1,122.7,43.4
"Egg custards, dry mix with Cookies, oatmeal sandwich, with creme filling and Gelatin salad with vegetables",1273.0,15.7,221.6,37.1
