description,calories,protein,carbs,fat
"APPLEBEE'S, 9 oz house sirloin steak with Black beans and white rice and Ravioli, cheese and spinach-filled, with cream sauce",837.4,64.4,68.7,34.1
"Fajita, chicken with Quinoa, cooked and Brussels sprouts, NS as to form, cooked",625.0,30.5,76.7,23.5
"Burrito, beef, cheese with Wild rice, cooked and Tuna noodle casserole with mushroom sauce",841.0,42.3,107.2,26.6
"Chicken thigh, stewed, skin eaten with Quinoa, cooked and Corned beef patty with Burrito, beef, cheese",878.2,58.5,59.1,45.2
"Chicken or turkey shish kabob with vegetables, excluding potatoes with Fast foods, potato, mashed and Stuffed pepper, with meat with Stir fried beef and vegetables in soy sauce",801.6,48.7,53.8,44.0
"Taco, flour tortilla, chicken, cheese with Black beans and white rice and Tuna noodle casserole with mushroom sauce with Potato, roasted, from fresh, peel eaten, made with butter",775.3,47.7,86.8,25.9
"Stew, lamb with Couscous, plain, cooked and Brussels sprouts, NS as to form, cooked with Stuffed shells, with chicken, with tomato sauce",568.1,30.5,75.0,17.0
"TACO BELL, Soft Taco with chicken, cheese and lettuce with Macaroni or noodles with cheese and tomato and Stuffed pepper, with rice, meatless with Beef and noodles, no sauce",846.2,39.0,88.0,37.7
"Chicken or turkey shish kabob with vegetables, excluding potatoes with Beans and brown rice and Spinach souffle with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",637.0,43.0,55.7,27.5
"Fish, bass, grilled with Chicken, chicken roll, roasted and Stuffed green pepper, Puerto Rican style with Garlic bread, with melted cheese, from frozen",655.6,70.0,34.7,24.9
"Taco, flour tortilla, chicken, cheese with Beef and noodles, no sauce and Bean salad, yellow and/or green string beans with Burrito, cheese only",864.4,53.2,79.1,36.4
"Lasagna with chicken or turkey with Pasta, vegetable, cooked and Cauliflower, raw",610.9,33.5,79.2,17.7
"Turkey, Ground, cooked with Garlic bread, frozen and Stuffed pepper, with rice and meat",846.6,56.8,48.3,46.9
"Tuna noodle casserole with cream or white sauce with Soup, potato and Bean salad, yellow and/or green string beans with Tuna noodle casserole with vegetables, cream or white sauce",685.2,27.1,73.3,32.0
"Shrimp shish kabob with vegetables, excluding potatoes with Beef and noodles, no sauce and Brussels sprouts, NS as to form, cooked",496.6,37.7,44.6,19.2
"CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta with Beans and brown rice and Broccoli casserole with noodles",809.7,51.9,75.1,33.8
"Shrimp, fried with Potato, mashed, from restaurant and Tuna casserole with vegetables and mushroom sauce, no noodles with Clams, steamed or boiled",711.6,37.6,57.3,36.9
"Meatball sandwich or sub with Macaroni or noodles with cheese and tomato and Stuffed pepper, with rice, meatless with Cheese, cottage, with fruit",686.2,25.9,71.2,32.9
"Chicken breast, sauteed, skin eaten with Tuna casserole with vegetables and mushroom sauce, no noodles and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",857.2,100.7,20.6,39.8
"APPLEBEE'S, 9 oz house sirloin steak with Potato, roasted, from fresh, peel eaten, made with butter and Peppers, sweet, green, sauteed with Fish, salmon, baked or broiled",776.4,56.9,40.2,45.4
"Chicken thigh, sauteed, skin not eaten with Spanish rice with ground beef and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",765.9,79.1,31.4,34.2
"Fish, trout, grilled with Bread stuffing and Carrots, glazed, cooked with Clams, steamed or boiled",651.7,51.2,43.2,29.0
"Pork, pickled pork hocks with Spanish rice, NS as to fat and Stuffed shells, with chicken, with tomato sauce with Pasta with sauce, NFS",649.9,50.0,54.1,25.9
"Beef curry with Beef shish kabob with vegetables, excluding potatoes and Taco, corn tortilla, chicken, cheese with Macaroni or noodles with cheese and meat",895.2,79.2,52.7,41.9
"Fish, halibut, greenland, cooked, dry heat with Meat loaf with potatoes, vegetable, frozen meal and Kale, NS as to form, cooked with Macaroni or noodles with cheese and egg",790.8,46.9,34.8,50.6
"Duck, cooked, skin not eaten with Flavored pasta and Stuffed jalapeno pepper",867.1,60.8,50.7,46.2
"Fish, swordfish with Macaroni or noodles with cheese and tomato and Brussels sprouts, NS as to form, cooked",713.0,47.6,54.1,34.2
"Stir fried beef and vegetables in soy sauce with Garlic bread, NFS and Stuffed pepper, with meat",723.8,36.7,45.9,43.8
"Chicken breast, rotisserie, skin eaten with Potato, roasted, from fresh, peel eaten, made with butter and Stuffed shells, with chicken, with tomato sauce with Clams, steamed or boiled",698.8,65.0,56.7,24.4
"Fish shish kabob with vegetables, excluding potatoes with Rice pilaf and Fried cauliflower with Squash, winter, acorn, cooked, boiled, mashed, with salt",640.2,23.1,83.5,23.9
"Tuna noodle casserole with vegetables and mushroom sauce with Potato, mashed, from restaurant and Bean salad, yellow and/or green string beans",626.6,22.4,72.4,28.4
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Long rice noodles, made from mung beans, cooked and Tuna noodle casserole with vegetables and mushroom sauce with Garlic bread, with melted cheese, from frozen",564.9,38.8,65.3,16.3
"Chicken, chicken roll, roasted with Chicken, chicken roll, roasted and Stuffed pepper, with meat with Spaghetti sauce with meat",725.1,85.3,7.5,39.0
"Beef, pot roast with Bread stuffing and Macaroni or noodles with cheese and tomato with Fish, salmon, baked or broiled",753.8,50.4,47.5,40.4
"Salmon salad with Beef shish kabob with vegetables, excluding potatoes and Stuffed pepper, with rice, meatless",864.0,57.7,34.0,54.9
"Beef, roast, hash with Kidney beans and white rice and Pepper steak",676.2,47.1,58.5,28.8
"Pork, chop, stuffed with Kidney beans and white rice and Squash, winter, acorn, cooked, boiled, mashed, with salt with Tuna noodle casserole with cream or white sauce",720.4,47.3,74.6,25.9
"Fish sandwich, grilled with Pasta, vegetable, cooked and Ravioli, cheese and spinach-filled, with cream sauce",757.2,41.0,111.2,15.8
"Chicken wing, baked, coated with Stew, beef, with pasta and Carrots, glazed, cooked",876.8,60.3,51.9,45.8
"Fish, catfish, steamed with Pasta with sauce, NFS and Tuna casserole with vegetables and mushroom sauce, no noodles with Taco, flour tortilla, chicken, cheese",708.2,59.6,54.4,26.8
"Fish, bass, steamed with Potato, roasted, from fresh, peel eaten, made with butter and Ravioli, cheese and spinach-filled, with cream sauce with Tuna casserole with vegetables and mushroom sauce, no noodles",665.7,47.9,66.7,22.8
"Beef and broccoli with Pork shish kabob with vegetables, excluding potatoes and Stuffed pepper, with meat with Spaghetti sauce with meat",784.1,56.4,25.6,49.6
"Fish, bass, steamed with Potato patty and Beef and broccoli with Taco, flour tortilla, chicken, cheese",784.3,62.0,36.8,41.6
"Fish, trout, baked or broiled with Spanish rice, no added fat and Tuna noodle casserole with mushroom sauce",700.8,57.5,50.4,28.4
"Fish, cod, steamed with Rolls, dinner, wheat and Tuna casserole with vegetables and mushroom sauce, no noodles with Chicken breast, grilled with sauce, skin eaten",597.0,55.2,52.4,17.9
"Tuna noodle casserole with mushroom sauce with Adobo, with noodles and Tuna noodle casserole with vegetables and mushroom sauce with Ravioli, cheese and spinach-filled, with cream sauce",742.3,56.0,61.0,29.9
"Fajita, chicken with Garlic bread, from frozen and Pepper steak",803.7,42.4,66.1,41.2
"Fish, salmon, baked or broiled with Broccoli casserole with rice and Ravioli, cheese and spinach-filled, with cream sauce with Macaroni or noodles with cheese and tomato",858.0,56.8,50.5,46.9
"Tuna noodle casserole with cream or white sauce with Rolls, dinner, wheat and Ravioli, cheese and spinach-filled, with cream sauce with Spaghetti sauce with poultry",712.8,34.1,82.0,27.8
"Fish, tilapia, grilled with Rice noodles, cooked and Stuffed jalapeno pepper",761.1,50.2,67.5,32.4
"Beef, roast, hash with Spanish rice, no added fat and Broccoli casserole with noodles",572.3,30.1,79.2,15.0
"Stew, beef, canned with Pork shish kabob with vegetables, excluding potatoes and Squash, winter, acorn, cooked, boiled, mashed, with salt with Macaroni or noodles with cheese and egg",539.7,42.2,40.0,23.7
"Chicken thigh, stewed, skin eaten with Pasta with sauce, NFS and Beef and broccoli with Fish, salmon, baked or broiled, coated",788.7,60.2,37.5,43.6
"Chicken curry with Quinoa, no added fat and Taco, corn tortilla, chicken, cheese with Macaroni or noodles with cheese and tomato",656.8,38.0,67.7,26.8
"Fish curry with Potato from Puerto Rican style stuffed pot roast, with gravy and Fried broccoli",628.5,19.6,74.0,29.0
"Lamb, ground with Couscous, plain, cooked and Carrots, glazed, cooked",793.1,45.3,75.1,33.1
"Fish, trout, steamed with Pasta with sauce, NFS and Corned beef patty",716.6,58.2,46.8,31.6
"Chicken drumstick, baked, coated, skin / coating not eaten with Quinoa, fat added and Carrots, glazed, cooked with Spaghetti sauce with seafood",741.1,53.2,65.9,28.2
"Corned beef patty with Beef and noodles, no sauce and Cauliflower, raw with Cheese, cottage, with vegetables",707.2,42.8,56.7,34.6
"CRACKER BARREL, grilled sirloin steak with Rice noodles, cooked and Broccoli casserole with rice with Ravioli, cheese and spinach-filled, with cream sauce",814.2,78.1,68.0,25.3
"Fajita, beef or pork with Black beans and white rice and Tuna noodle casserole with mushroom sauce",816.7,41.1,88.2,33.2
"Fish, tilapia, fried with Pasta with sauce, NFS and Tuna casserole with vegetables and mushroom sauce, no noodles with Clams, steamed or boiled",769.7,51.7,70.5,30.8
"Lomi salmon with Rice, white, cooked, glutinous and Broccoli casserole with rice with Burrito, beef, cheese",489.7,26.8,68.8,11.6
"Chicken, roasting, meat and skin, cooked, roasted with Couscous, cooked and Pepper steak",805.4,64.5,51.6,36.6
"Beef, roast, hash with Stuffed pepper, with rice, meatless and Fried green beans with Macaroni or noodles, creamed, with cheese and tuna",842.9,37.4,70.6,45.7
"Spanish rice with ground beef with Restaurant, Mexican, spanish rice and Mushrooms, white, stir-fried with Spaghetti sauce with poultry",613.0,26.5,82.8,20.4
"Pork, tenderloin with Flavored pasta and Spinach and cheese casserole with Pasta with sauce, NFS",604.6,59.3,45.2,20.7
"Stew, lamb with Kidney beans and white rice and Fried cauliflower",819.3,31.0,86.7,38.6
"Duck, cooked, skin not eaten with Couscous, plain, cooked and Brussels sprouts, NS as to form, cooked with Chicken breast, grilled with sauce, skin eaten",697.4,55.9,61.8,25.0
"Stew, lamb with Quinoa, cooked and Stuffed jalapeno pepper",735.7,34.1,67.8,36.7
"Fish, trout, baked or broiled with Pinto beans and white rice and Broccoli casserole with rice",764.2,56.6,60.4,31.9
"Pepper steak with Spanish rice, fat added and Corned beef patty with Squash, winter, acorn, cooked, boiled, mashed, with salt",600.0,33.7,48.7,30.3
"Taco, flour tortilla, chicken, cheese with Tuna noodle casserole with vegetables, cream or white sauce and Pepper steak with Stir fried beef and vegetables in soy sauce",855.2,62.9,63.6,38.5
"Pastrami, turkey with Meat loaf with potatoes, vegetable, frozen meal and Broccoli casserole with noodles with Tuna noodle casserole with vegetables, cream or white sauce",615.7,42.2,44.8,28.9
"Fish, trout, steamed with Garlic bread, from frozen and Cauliflower, raw with Squash, winter, butternut, cooked, baked, with salt",632.8,54.5,41.8,27.1
"Fish, salmon, baked or broiled with Sweet potato, casserole or mashed and Cauliflower, raw",799.3,57.5,46.1,42.4
"Taco, corn tortilla, chicken, cheese with Couscous, plain, cooked and Squash, winter, acorn, cooked, boiled, mashed, with salt with Stuffed shells, with chicken, with tomato sauce",646.8,38.5,85.6,17.5
"Fish, salmon, canned with Stuffed pepper, with rice, meatless and Taco or tostada salad with chicken with Potato, roasted, from fresh, peel eaten, made with butter",679.2,53.9,39.8,33.9
"Fish sandwich, grilled with Garlic bread, with melted cheese, from frozen and Spinach, creamed",674.8,37.7,69.6,26.8
"Pork, chop, lean and fat eaten with Dirty rice and Spinach, creamed with Taco, flour tortilla, chicken, cheese",856.6,74.2,54.4,36.1
"Beef, steak, ribeye, lean only eaten with Rolls, dinner, oat bran and Fried green beans",850.9,63.0,51.3,44.2
"Beef, roast with Rice pilaf and Stuffed green pepper, Puerto Rican style with Stir fried beef and vegetables in soy sauce",875.1,78.8,62.2,33.9
"Turkey with gravy with Pork shish kabob with vegetables, excluding potatoes and Lasagna with meat and spinach with Macaroni or noodles, creamed, with cheese and tuna",833.8,81.6,42.8,35.7
"Fish, tilapia, steamed with Couscous, cooked and Corned beef patty",609.5,55.9,54.1,18.4
"Duck, cooked, skin eaten with Rolls, dinner, wheat and Squash, winter, acorn, cooked, baked, without salt with Stir fried beef and vegetables in soy sauce",764.5,36.1,57.6,43.8
"Beef and broccoli with Beef and noodles, no sauce and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread",845.3,60.7,60.5,38.4
"Stew, beef, with pasta with Macaroni or noodles with cheese and Beef and broccoli",784.7,44.4,61.4,39.1
"Shrimp cocktail with Broccoli casserole with noodles and Spinach and cheese casserole with Squash, winter, acorn, cooked, boiled, mashed, with salt",554.8,36.9,57.1,20.3
"Beef and broccoli with Pork shish kabob with vegetables, excluding potatoes and Ravioli, cheese and spinach-filled, with cream sauce",685.0,50.3,35.6,37.1
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored with Potato, baked, NFS and Green bean casserole with Cheese, parmesan, hard",539.2,41.4,64.3,13.0
"Swiss steak with Pasta, cooked and Stuffed pepper, with rice, meatless with Cheese, cottage, with vegetables",779.9,50.7,78.9,28.6
"Chicken wing, baked, coated with Fast foods, potato, mashed and Tuna noodle casserole with mushroom sauce with TACO BELL, Soft Taco with chicken, cheese and lettuce",784.3,51.1,55.8,38.7
"Fish, trout, steamed with Kidney beans and white rice and Stuffed pepper, with rice, meatless",768.9,52.2,56.7,35.6
"Stuffed chicken, drumstick or breast, Puerto Rican style with Beef shish kabob with vegetables, excluding potatoes and Stuffed pepper, with rice and meat",797.5,75.2,32.6,40.4
"Lamb or mutton loaf with Stuffed pepper, with rice, meatless and Fried broccoli with Cheese, cottage, NFS",848.1,35.6,58.9,51.6
"Chicken or turkey with stuffing with Long rice noodles, made from mung beans, cooked and Cauliflower, raw with Chicken breast, grilled with sauce, skin eaten",533.1,42.5,65.2,11.5
"Pulled pork in barbecue sauce with Broccoli casserole with noodles and Spinach souffle with Tuna casserole with vegetables and mushroom sauce, no noodles",669.6,36.2,69.6,27.4
"Stir fried beef and vegetables in soy sauce with Stew, beef, with pasta and Stuffed pepper, with meat with Fish, salmon, baked or broiled, coated",731.4,54.8,36.2,40.4
"Pork, chop, NS as to fat eaten with Spanish rice with ground beef and Mushrooms, white, stir-fried",726.1,77.1,37.6,29.2
"Chicken thigh, sauteed, skin eaten with Spanish rice, NS as to fat and Fried cauliflower with Tuna casserole with vegetables and mushroom sauce, no noodles",793.3,44.1,56.2,42.5
"Chicken, roasting, meat and skin, cooked, roasted with Pasta with sauce, NFS and Spinach souffle",839.3,60.7,53.3,41.2
"Beef, ground, patty with Potato from Puerto Rican style stuffed pot roast, with gravy and Squash, winter, acorn, cooked, boiled, mashed, with salt",625.9,47.2,37.4,31.7
"Corned beef patty with CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta and Tuna casserole with vegetables and mushroom sauce, no noodles",885.5,68.7,45.6,47.8
"Chicken thigh, stewed, skin eaten with Bread stuffing and Broccoli casserole with rice",604.8,40.0,35.4,33.9
"Tuna casserole with vegetables and mushroom sauce, no noodles with Spanish rice with ground beef and Lasagna with meat and spinach with Spaghetti sauce with seafood",742.4,49.4,57.9,34.2
"Fish, cod, fried with Garlic bread, from frozen and Tuna casserole with vegetables and mushroom sauce, no noodles with Tuna noodle casserole with mushroom sauce",824.2,44.8,67.4,41.2
"Shrimp cocktail with Beef shish kabob with vegetables, excluding potatoes and Stuffed pepper, with rice and meat",659.5,63.2,36.5,28.5
"Duck, Peking with Potato, baked, NFS and Fried broccoli with Tuna noodle casserole with mushroom sauce",713.1,20.1,80.7,34.5
"Pork, chop, lean and fat eaten with Stewed potatoes and Stuffed shells, with chicken, with tomato sauce",797.0,72.2,60.2,29.4
"Fish, salmon, canned with Rolls, dinner, oat bran and Peppers, sweet, green, sauteed",580.7,51.1,30.8,30.4
"Duck, cooked, skin not eaten with Bread stuffing and Mushrooms, white, stir-fried with Stir fried beef and vegetables in soy sauce",551.4,54.6,19.9,28.1
"Pork, chop, stuffed with Rice pilaf and Spinach, creamed with Tuna noodle casserole with vegetables and mushroom sauce",655.3,39.2,60.5,27.6
"Fish, trout, steamed with Noodles, cooked and Fried broccoli with Fish, trout, baked or broiled",891.7,52.8,82.8,37.5
"Duck, wild, breast, meat only, raw with Noodle pudding and Carrots, glazed, cooked with Tuna noodle casserole with vegetables and mushroom sauce",682.0,42.2,76.4,23.4
"Tuna casserole with vegetables and mushroom sauce, no noodles with Tuna noodle casserole with vegetables and mushroom sauce and Peppers, sweet, green, sauteed with Tuna noodle casserole with vegetables and mushroom sauce",606.1,34.3,48.9,31.9
"Chicken, roasting, meat and skin, cooked, roasted with Rice pilaf and Cauliflower, raw with Stir fried beef and vegetables in soy sauce",637.2,46.8,52.6,26.6
"Meatball sandwich or sub with Pasta, vegetable, cooked and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread",719.3,41.9,101.0,14.9
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw with Restaurant, Italian, chicken parmesan without pasta and Bean salad, yellow and/or green string beans",806.2,61.4,34.8,46.1
"Burrito, beef, cheese with Stewed potatoes and Broccoli casserole with noodles",742.9,28.6,93.7,27.5
"CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta with Tuna noodle casserole with vegetables and mushroom sauce and Tuna casserole with vegetables and mushroom sauce, no noodles",757.1,61.2,50.4,34.8
"Beef, roast with Broccoli casserole with rice and Fried green beans",882.5,59.1,65.5,42.8
"Swiss steak with Potato, baked, NFS and Squash, winter, acorn, cooked, baked, without salt with Squash, winter, acorn, cooked, boiled, mashed, with salt",509.0,37.1,73.6,9.4
"Shrimp shish kabob with vegetables, excluding potatoes with Garlic bread, from fast food / restaurant and Fried broccoli",601.7,29.4,59.5,27.2
"Duck, wild, breast, meat only, raw with Kidney beans and white rice and Cauliflower, raw with Tuna noodle casserole with mushroom sauce",573.4,51.1,53.4,17.0
"Stew, beef, canned with Noodle pudding and Cauliflower, raw",580.8,22.2,71.4,24.6
"Steak teriyaki with Rolls, dinner, oat bran and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread with Macaroni or noodles with cheese and tomato",773.9,80.1,56.3,25.1
"Fish, tilapia, NFS with Potato from Puerto Rican style stuffed pot roast, with gravy and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",626.5,75.3,38.8,19.4
"Beef, ground, patty with Flavored pasta and Taco or tostada salad with chicken",869.0,55.9,58.8,45.0
"Beef and broccoli with Pasta, vegetable, cooked and Kale, NS as to form, cooked with Clams, steamed or boiled",656.7,34.9,65.5,27.3
"Spanish rice with ground beef with Rice pilaf and Fried broccoli with Burrito, chicken, cheese",750.2,25.2,93.8,29.9
"Tuna noodle casserole with cream or white sauce with Flavored pasta and Stuffed shells, with chicken, with tomato sauce",595.4,32.9,73.3,19.4
"Corned beef patty with Pasta with sauce, NFS and Carrots, glazed, cooked with TACO BELL, Soft Taco with chicken, cheese and lettuce",644.6,28.7,76.6,24.6
"Chicken wing, baked, coated with Stewed potatoes and Spinach souffle",799.5,46.1,50.3,45.0
"Shrimp, fried with Rolls, dinner, oat bran and Fried broccoli with Taco, corn tortilla, chicken, cheese",872.2,37.1,82.6,43.5
"Chicken wing, sauteed with Couscous, cooked and Spinach, creamed with Macaroni or noodles with cheese and meat",782.9,50.2,47.0,41.8
"Fish, tilapia, NFS with Beans and brown rice and Green bean casserole with TACO BELL, Soft Taco with chicken, cheese and lettuce",704.3,57.7,64.2,24.4
"Beef and broccoli with Tuna noodle casserole with cream or white sauce and Spinach, creamed",736.5,42.3,46.1,41.8
"Chicken thigh, rotisserie, skin eaten with Garlic bread, frozen and Spinach, creamed with Potato, roasted, from fresh, peel eaten, made with butter",765.8,48.6,37.4,46.7
"Chicken breast, baked, coated, skin / coating eaten with Chicken or turkey shish kabob with vegetables, excluding potatoes and Pepper steak with Tuna noodle casserole with mushroom sauce",833.9,89.4,27.4,40.0
"Lamb shish kabob with vegetables, excluding potatoes with Rolls, dinner, wheat and Beef and broccoli with Clams, steamed or boiled",746.6,44.8,58.5,36.6
"Beef, roast with Garlic bread, frozen and Spinach souffle with Tuna noodle casserole with vegetables, cream or white sauce",879.0,66.7,49.7,45.7
"Taco or tostada salad with chicken with Rice noodles, cooked and Fried cauliflower",793.1,21.5,104.6,32.0
"Fajita, shrimp with Spanish rice, no added fat and Peppers, sweet, green, sauteed with Squash, winter, acorn, cooked, boiled, mashed, with salt",617.7,18.7,74.9,27.9
Fish curry with Broccoli casserole with rice and Pepper steak,551.4,34.2,40.7,29.1
"Taco or tostada salad with chicken with Quinoa, fat added and Taco or tostada salad with chicken with Cheese, parmesan, hard",808.3,38.0,79.6,37.8
"Beef shish kabob with vegetables, excluding potatoes with Potato, baked, NFS and Stuffed pepper, with rice, meatless with Burrito, cheese only",769.6,41.0,78.2,32.8
"Beef and broccoli with Lamb shish kabob with vegetables, excluding potatoes and Bean salad, yellow and/or green string beans with Fish, trout, baked or broiled",685.9,45.0,31.0,42.0
"Pork, tenderloin with Couscous, plain, cooked and Spinach souffle",685.9,63.3,61.0,19.7
"Fish, trout, steamed with Couscous, plain, cooked and Carrots, glazed, cooked",633.5,50.1,65.4,17.5
"Fish, cod, steamed with Black beans and white rice and Stuffed pepper, with rice, meatless with Tuna noodle casserole with vegetables, cream or white sauce",663.3,51.0,56.9,24.6
"Fish, cod, grilled with Tuna noodle casserole with vegetables, cream or white sauce and Fried cauliflower",765.9,56.9,56.5,33.8
"Bologna, turkey with Chicken curry with rice and Stuffed pepper, with rice, meatless",741.1,31.4,50.1,45.9
"Tuna casserole with vegetables and mushroom sauce, no noodles with Beans and white rice and Stuffed shells, with chicken, with tomato sauce",736.1,44.3,91.8,22.0
"Stew, lamb with Rolls, dinner, oat bran and Tuna casserole with vegetables and mushroom sauce, no noodles",470.6,29.1,47.0,18.6
"Biryani with chicken with Tuna casserole with vegetables and mushroom sauce, no noodles and Tuna casserole with vegetables and mushroom sauce, no noodles with Squash, winter, acorn, cooked, boiled, mashed, with salt",527.0,39.7,47.9,20.0
Turkey with gravy with Bread stuffing and Corned beef patty,548.2,45.3,33.6,24.7
"Shrimp shish kabob with vegetables, excluding potatoes with Potato, roasted, from fresh, peel eaten, made with margarine and Stuffed pepper, with meat with Taco, flour tortilla, chicken, cheese",724.9,40.0,66.7,33.4
"Chicken, chicken roll, roasted with Kidney beans and white rice and Stuffed green pepper, Puerto Rican style",816.7,70.0,69.9,28.2
"Pork shish kabob with vegetables, excluding potatoes with Macaroni or noodles with cheese and meat and Ravioli, cheese and spinach-filled, with cream sauce with Spaghetti sauce with meat",850.4,55.2,63.2,41.2
"Roast beef sandwich on wheat with Garlic bread, NFS and Squash, winter, acorn, cooked, baked, without salt with Spinach, creamed",703.0,35.6,98.4,19.6
"Shrimp shish kabob with vegetables, excluding potatoes with Beef and noodles, no sauce and Broccoli casserole with noodles with Cheese, cottage, NFS",686.7,46.8,67.3,24.8
"Tuna noodle casserole with vegetables, cream or white sauce with Dirty rice and Brussels sprouts, NS as to form, cooked with Cheese, cottage, with vegetables",566.8,31.8,70.3,18.6
"Tuna noodle casserole with vegetables, cream or white sauce with Black beans and white rice and Tuna noodle casserole with mushroom sauce",786.3,40.9,94.3,27.3
"Duck, Peking with Spanish rice, NS as to fat and Macaroni or noodles with cheese and tomato",668.3,19.2,76.3,31.5
"Chicken curry with rice with Stuffed pepper, with rice, meatless and Ravioli, cheese and spinach-filled, with cream sauce",733.2,24.1,72.8,38.2
"Chicken breast, rotisserie, skin eaten with Couscous, cooked and Salmon salad with Cheese, cottage, NFS",849.9,76.1,41.5,41.3
"Tuna noodle casserole with cream or white sauce with Chicken curry with rice and Broccoli casserole with rice with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",666.3,34.1,73.6,26.5
"Pork, chop, lean only eaten with Spanish rice, fat added and Stuffed green pepper, Puerto Rican style with Spaghetti sauce with seafood",721.3,71.8,53.2,22.9
"Chicken, roasting, dark meat, meat only, cooked, roasted with Fish shish kabob with vegetables, excluding potatoes and Ravioli, cheese and spinach-filled, with cream sauce",624.6,65.9,30.1,25.4
"Fish, trout, fried with Pasta, vegetable, cooked and Pepper steak with Stuffed shells, with chicken, with tomato sauce",882.6,54.6,72.9,40.6
"Chicken thigh, rotisserie, skin eaten with Pasta, cooked and Tuna casserole with vegetables and mushroom sauce, no noodles with Macaroni or noodles with cheese and meat",811.0,58.6,66.7,34.0
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork with Macaroni or noodles with cheese and egg and Lasagna with meat and spinach with Taco, corn tortilla, chicken, cheese",826.1,57.1,54.1,42.0
"Fish, cod, steamed with Spanish rice, no added fat and Stuffed green pepper, Puerto Rican style",535.9,50.3,59.5,9.4
"Pork, pickled pork hocks with Fish shish kabob with vegetables, excluding potatoes and Brussels sprouts, NS as to form, cooked with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",636.2,67.3,26.0,30.7
"Steak teriyaki with Meat loaf with potatoes, vegetable, frozen meal and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",835.8,100.9,25.1,36.8
"Fajita, shrimp with Stuffed pepper, with rice, meatless and Tuna noodle casserole with mushroom sauce",785.3,32.1,69.1,41.6
"Stuffed shells, with chicken, with tomato sauce with Garlic bread, from fast food / restaurant and Spinach souffle with Tuna casserole with vegetables and mushroom sauce, no noodles",546.3,28.2,55.3,24.1
"Chicken breast, rotisserie, skin eaten with Broccoli casserole with noodles and Beef and broccoli",784.9,68.0,42.1,37.8
"Beef, steak, ribeye, lean and fat eaten with Potato patty and Spinach, creamed",876.0,48.4,30.0,62.3
"Pastrami, turkey with Bread stuffing and Spinach souffle with Macaroni or noodles, creamed, with cheese and tuna",665.2,43.6,42.9,34.7
"Tuna noodle casserole with vegetables, cream or white sauce with Chicken or turkey shish kabob with vegetables, excluding potatoes and Spinach and cheese casserole with Macaroni or noodles with cheese and tomato",621.5,46.7,48.8,27.7
"Tuna noodle casserole with vegetables, cream or white sauce with Chicken, chicken roll, roasted and Spinach souffle with Fish, salmon, baked or broiled",666.5,53.0,38.4,33.4
"Macaroni or noodles, creamed, with cheese and tuna with Pasta with sauce, NFS and Tuna casserole with vegetables and mushroom sauce, no noodles with Stuffed shells, with chicken, with tomato sauce",619.9,36.8,74.9,18.9
"Shrimp, grilled with Beans and white rice and Stuffed jalapeno pepper",810.9,52.8,71.2,34.8
"Pepper steak with Rice pilaf and Kale, NS as to form, cooked with Spaghetti sauce with meat",680.3,34.3,69.0,30.0
"Beef shish kabob with vegetables, excluding potatoes with CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta and Tuna noodle casserole with vegetables and mushroom sauce with Tuna noodle casserole with vegetables, cream or white sauce",814.0,75.2,46.3,36.8
"Lomi salmon with Tuna noodle casserole with vegetables and mushroom sauce and Broccoli casserole with noodles with Burrito, chicken, cheese",569.0,38.9,59.7,19.4
"Orange chicken with Rice noodles, cooked and Tuna noodle casserole with mushroom sauce",794.1,37.4,99.3,26.8
"Pork, chop, lean and fat eaten with Long rice noodles, made from mung beans, cooked and Squash, winter, acorn, cooked, boiled, mashed, with salt with Ravioli, cheese and spinach-filled, with cream sauce",537.2,41.7,57.6,15.4
"Lamb or mutton loaf with Meat loaf with potatoes, vegetable, frozen meal and Mushrooms, white, stir-fried with Spinach, creamed",558.5,36.5,35.4,30.9
"Beef, steak, ribeye, lean only eaten with Rice, white, cooked, glutinous and Fried cauliflower",828.8,49.8,66.6,40.2
